PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,Title patch,Title patch status,Title length,No. of titles,Is indexable page
22,https://solvemymedia.com/es/grabadora,"Grabador de pantalla y audio: grabación de estudio gratuita - SolveMyMedia
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,0,,,"74
51",2,true
22,https://solvemymedia.com/it/registratore,"Registratore schermo e audio: registrazione in studio gratuita - SolveMyMedia
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,0,,,"77
51",2,true
22,https://solvemymedia.com/fr/video-muette,"Couper la vidéo en ligne - Supprimer l'audio de la vidéo - SolveMyMedia
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,0,,,"71
51",2,true
22,https://solvemymedia.com/ro/filigran-video,"Adăugați filigran la videoclip - Protejați-vă conținutul media - SolveMyMedia
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,0,,,"77
51",2,true
22,https://solvemymedia.com/de/wasserzeichen-video,"Fügen Sie dem Video ein Wasserzeichen hinzu – schützen Sie Ihre Medien - SolveMyMedia
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,0,,,"85
51",2,true
22,https://solvemymedia.com/pl/rejestrator,"Rejestrator ekranu i dźwięku — bezpłatne nagrywanie w studiu - SolveMyMedia
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,0,,,"75
51",2,true
22,https://solvemymedia.com/vi/may-ghi-am,"Trình ghi màn hình & âm thanh - Ghi âm phòng thu miễn phí - SolveMyMedia
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,0,,,"72
51",2,true
22,https://solvemymedia.com/de/recorder,"Bildschirm- und Audiorecorder – Kostenlose Studioaufnahme - SolveMyMedia
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,0,,,"72
51",2,true
22,https://solvemymedia.com/fr/enregistreur,"Enregistreur d'écran et audio - Enregistrement en studio gratuit - SolveMyMedia
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,0,,,"79
51",2,true
21,https://solvemymedia.com/el/perikopi-vinteo,"Περικοπή βίντεο Online - Δωρεάν εργαλείο περικοπής βίντεο - SolveMyMedia
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,1,,,"72
51",2,true
21,https://solvemymedia.com/pt/cortar-video,"Cortar vídeo online - ferramenta gratuita de corte de vídeo - SolveMyMedia
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,0,,,"74
51",2,true
21,https://solvemymedia.com/vi/toc-do-video,"Thay đổi tốc độ video - Trình chỉnh sửa video chuyển động nhanh và chậm - SolveMyMedia
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,0,,,"86
51",2,true
21,https://solvemymedia.com/tr/videoyu-donustur,"Video Formatlarını Dönüştürme - Ücretsiz Çevrimiçi Video Dönüştürücü - SolveMyMedia
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,1,,,"83
51",2,true
21,https://solvemymedia.com/tr/gif-olustur,"Videodan GIF Oluşturucuya - Videoyu Animasyonlu GIF'e Dönüştürün - SolveMyMedia
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,0,,,"79
51",2,true
21,https://solvemymedia.com/nl/audio-converteren,"Audioformaten converteren - Gratis online audioconverter - SolveMyMedia
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,0,,,"71
51",2,true
21,https://solvemymedia.com/ar/nskh,"نسخ الصوت والفيديو - تحويل الكلام إلى نص باستخدام الذكاء الاصطناعي - SolveMyMedia
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,1,,,"81
51",2,true
21,https://solvemymedia.com/uk/konvertuvati-audio,"Перетворення аудіоформатів - безкоштовний онлайн-конвертер аудіо - SolveMyMedia
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,0,,,"79
51",2,true
21,https://solvemymedia.com/cs/komprimovat-video,"Komprimujte video online – Bezpečný kompresor videa zdarma - SolveMyMedia
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,0,,,"73
51",2,true
