PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,Meta description,Meta description patch,Meta description patch status,Meta description length,No. of meta descriptions,Is indexable page
21,https://solvemymedia.com/vi/nen-video,"Nén video trực tuyến - Trình nén video an toàn miễn phí - SolveMyMedia
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,0,"Giảm kích thước tập tin video mà không làm giảm chất lượng. Nén MP4, WebM và MOV một cách an toàn trong trình duyệt của bạn bằng công cụ nén có khả năng ngoại tuyến của chúng tôi.",,,179,1,true
21,https://solvemymedia.com/cs/komprimovat-video,"Komprimujte video online – Bezpečný kompresor videa zdarma - SolveMyMedia
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,0,"Zmenšete velikost souboru videa bez ztráty kvality. Bezpečně komprimujte MP4, WebM a MOV ve svém prohlížeči pomocí našeho komprimačního nástroje s možností offline.",,,164,1,true
21,https://solvemymedia.com/ru,"SolveMyMedia | Все медиа-инструменты в одном месте
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,0,"Оптимизируйте, сжимайте, конвертируйте и редактируйте аудио- и видеофайлы безопасно в своем браузере. Никакой загрузки на сервер, 100% автономная обработка для максимальной конфиденциальности.",,,192,1,true
21,https://solvemymedia.com/de/videogeschwindigkeit,"Videogeschwindigkeit ändern – Zeitraffer- und Zeitlupen-Video-Editor - SolveMyMedia
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,0,Beschleunigen oder verlangsamen Sie Videos ganz einfach. Wenden Sie benutzerdefinierte Geschwindigkeiten sicher und privat in Ihrem Browser auf Ihre Videoclips an.,,,163,1,true
21,https://solvemymedia.com/el/sympiesi-vinteo,"Compress Video Online - Δωρεάν ασφαλής συμπιεστής βίντεο - SolveMyMedia
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,1,"Μειώστε το μέγεθος του αρχείου βίντεο χωρίς απώλεια ποιότητας. Συμπιέστε MP4, WebM και MOV με ασφάλεια στο πρόγραμμα περιήγησής σας με το εργαλείο συμπίεσης με δυνατότητα εκτός σύνδεσης.",,,186,1,true
21,https://solvemymedia.com/ar,"SolveMyMedia | جميع أدوات الوسائط في مكان واحد
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,0,يمكنك تحسين ملفات الصوت والفيديو وضغطها وتحويلها وتحريرها بشكل آمن في متصفحك. لا يوجد تحميلات على الخادم، معالجة دون الاتصال بالإنترنت بنسبة 100% للحصول على الخصوصية المطلقة.,,,174,1,true
21,https://solvemymedia.com/ms/memampatkan-video,"Compress Video Online - Pemampat Video Selamat Percuma - SolveMyMedia
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,1,"Kurangkan saiz fail video tanpa kehilangan kualiti. Mampatkan MP4, WebM dan MOV dengan selamat dalam penyemak imbas anda dengan alat pemampatan berkemampuan luar talian kami.",,,174,1,true
21,https://solvemymedia.com/sv,"SolveMyMedia | Alla mediaverktyg på ett ställe
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,0,"Optimera, komprimera, konvertera och redigera ljud- och videofiler säkert i din webbläsare. Inga serveruppladdningar, 100 % offlinebearbetning för ultimat integritet.",,,166,1,true
21,https://solvemymedia.com/tr,"SolveMyMedia | Tüm Medya Araçları Tek Bir Yerde
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,0,"Tarayıcınızda ses ve video dosyalarını güvenli bir şekilde optimize edin, sıkıştırın, dönüştürün ve düzenleyin. Sunucuya yükleme yok, üstün gizlilik için %100 çevrimdışı işleme.",,,177,1,true
21,https://solvemymedia.com/cs,"SolveMyMedia | Všechny mediální nástroje na jednom místě
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,0,"Optimalizujte, komprimujte, převádějte a upravujte zvukové a video soubory bezpečně ve svém prohlížeči. Žádné nahrávání na server, 100% offline zpracování pro maximální soukromí.",,,178,1,true
21,https://solvemymedia.com/it/comprimere-il-video,"Comprimi video online: compressore video sicuro gratuito - SolveMyMedia
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,1,"Riduci le dimensioni del file video senza perdere la qualità. Comprimi MP4, WebM e MOV in modo sicuro nel tuo browser con il nostro strumento di compressione con funzionalità offline.",,,183,1,true
21,https://solvemymedia.com/ms,"SolveMyMedia | Semua Alat Media di Satu Tempat
SolveMyMedia - Free Online Media Optimization Tools",text/html; charset=utf-8,false,200,0,0,"Optimumkan, mampatkan, tukar dan edit fail audio dan video dengan selamat dalam penyemak imbas anda. Tiada muat naik pelayan, pemprosesan luar talian 100% untuk privasi muktamad.",,,178,1,true
